subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,RT_trial,RT_diff_trial
3,0,58,SR,SAS,RL,0.166,short,0.9405014668809599,NaN
3,0,59,SR,SAS,RR,0.066,short,0.9206951454325463,NaN
3,0,60,NS,NS,RB,NaN,NA,0.7136898125281732,0.0311720730169327
3,0,61,SB,SSS,NR,0.266,short,NaN,NaN
3,0,62,IG,IG,RB,0.266,short,0.8577576618226885,0.0156615522064385
3,0,63,NS,NS,RB,NaN,NA,0.6128522283179336,0
3,0,64,NS,NS,RB,NaN,NA,0.8426344103427255,0.031188163527986035
3,0,65,NS,NS,RB,NaN,NA,0.5509114421220147,0.015609258043696173
3,0,66,NS,NS,RL,NaN,NA,0.5722540416390984,NaN
3,0,67,NS,NS,RB,NaN,NA,0.5535181048398954,0
3,0,68,SL,SAS,RR,0.066,short,1.0028617034331546,NaN
3,0,69,NS,NS,RB,NaN,NA,0.6554061434071627,0
3,0,70,SR,SAS,RB,0.466,long,0.47289861286844825,0.015576711331959814
3,0,71,NS,NS,RB,NaN,NA,0.5399578270444181,0
3,0,72,NS,NS,RB,NaN,NA,0.68612109964306,0.015538313513388857
3,0,73,NS,NS,RB,NaN,NA,0.5659957472598762,0.03122912118851673
3,0,74,NS,NS,RB,NaN,NA,0.561772171073244,0
3,0,75,NS,NS,RB,NaN,NA,0.5898859500011895,0
3,0,76,IG,IG,RB,0.166,short,0.8296612533304142,0.015497355852858163
3,0,77,SB,SSS,RB,0.166,short,0.7172606259518943,0.01553173103457084
3,0,78,NS,NS,RB,NaN,NA,0.6283174031486851,0
3,0,79,NS,NS,RB,NaN,NA,0.6007947676371259,0.015610355119861197
3,0,80,NS,NS,RB,NaN,NA,0.566455789579777,0.01568495658284519
3,0,81,SL,SAS,RR,0.166,short,0.9465482076193439,NaN
3,0,82,NS,NS,RB,NaN,NA,0.5534846438858949,0.03122253870969871
3,0,83,SB,SSS,RB,0.366,intermediate,0.4957336072366161,0.015619863152096514
3,0,84,NS,NS,RB,NaN,NA,0.5617597374948673,0
3,0,85,NS,NS,RB,NaN,NA,0.6834003405820113,0.03123021827195771
3,0,86,NS,NS,RB,NaN,NA,0.5175375290127704,0.015595361692248844
3,0,87,SL,SAS,RR,0.166,short,0.8498018185709952,NaN
3,0,88,NS,NS,RB,NaN,NA,0.5191242727669305,0
3,0,89,NS,NS,RB,NaN,NA,0.6240863302446087,0
3,0,90,IG,IG,RB,0.366,intermediate,0.5663486414050567,0.015586219349643216
3,0,91,NS,NS,RB,NaN,NA,0.5721015474846354,0
3,0,92,NS,NS,RB,NaN,NA,0.6704092646032223,0.015513080667005852
3,0,93,NS,NS,RB,NaN,NA,0.7842435930506326,0
3,0,94,NS,NS,RBO,NaN,NA,0.5616920842148829,0
3,0,95,SR,SAS,RL,0.166,short,1.1034281259708223,NaN
3,0,96,NS,NS,RB,NaN,NA,0.5008339333980985,0.015537216437223833
3,0,97,SL,SAS,RR,0.066,short,1.0837241986810113,NaN
3,0,98,NS,NS,RB,NaN,NA,0.5190438202116638,0
3,0,99,NS,NS,RB,NaN,NA,0.4524291064008139,0
3,1,100,NS,NS,RB,NaN,NA,0.7191955098496692,0.015611452203302179
3,1,101,NS,NS,RB,NaN,NA,0.5288305075882818,0.015567568989354186
3,1,102,NS,NS,RB,NaN,NA,0.7051433743981761,0
3,1,103,NS,NS,RB,NaN,NA,0.6307026384965866,0.015567934678983875
3,1,104,NS,NS,RB,NaN,NA,0.5027876505155291,0.01559755585185485
3,1,105,NS,NS,RB,NaN,NA,0.5007384874152194,0.015559158047835808
3,1,106,NS,NS,RB,NaN,NA,0.45856873326556524,0
3,1,107,SB,SSS,RB,0.266,short,0.3697447265185474,0.015620228841726203
3,1,108,NS,NS,NOC,NaN,NA,0.7580633571415092,0.015540141983365174
3,1,109,NS,NS,RB,NaN,NA,0.5796607962183771,0.015647290158085525
3,1,110,NS,NS,RB,NaN,NA,0.616623624577187,0
3,1,111,NS,NS,RB,NaN,NA,0.6223061346718168,0.015591704759572167
3,1,112,SB,SSS,RB,0.366,intermediate,0.5412580500087643,0.015511617901211139
3,1,113,NS,NS,RB,NaN,NA,0.6462089538363216,0.015591704759572167
3,1,114,SB,SSS,RB,0.466,long,0.6119716385510401,0.015581465340801515
3,1,115,NS,NS,RB,NaN,NA,0.7570765943892184,0
3,1,116,SL,SAS,RB,0.466,long,0.5053862679706072,0
3,1,117,SR,SAS,RB,0.466,long,0.6971988676450565,0.04678352522023488
3,1,118,NS,NS,RB,NaN,NA,0.6607288111736125,0.015601212791807484
3,1,119,NS,NS,RB,NaN,NA,0.6186795530011295,0
3,1,120,SR,SAS,RL,0.066,short,1.037816874901182,NaN
3,1,121,NS,NS,RB,NaN,NA,0.6613113607927517,0.031192917544103693
3,1,122,NS,NS,RB,NaN,NA,0.5256197193375556,0.015547821545624174
3,1,123,NS,NS,RB,NaN,NA,0.5603883871663129,0
3,1,124,NS,NS,RB,NaN,NA,0.526054894507979,0
3,1,125,SB,SSS,NR,0.066,short,NaN,NaN
3,1,126,IG,IG,NOC,0.266,short,0.7003383456794836,0.3899495013974956
3,1,127,SB,SSS,NR,0.066,short,NaN,NaN
3,1,128,IG,IG,RB,0.066,short,0.6539861558485427,0
3,1,129,NS,NS,RB,NaN,NA,0.46370709154143697,0
3,1,130,SL,SAS,RL,0.266,short,0.9452053813802195,NaN
3,1,131,NS,NS,RB,NaN,NA,0.6534771106053086,0.01566191789606819
3,1,132,SR,SAS,RB,0.466,long,0.564533156408288,0
3,1,133,NS,NS,RB,NaN,NA,0.6149438118445687,0.015613280673278496
3,1,134,SR,SAS,RR,0.266,short,0.9784070528839948,NaN
3,1,135,SL,SAS,RL,0.066,short,1.0532557198021095,NaN
3,1,136,NS,NS,RB,NaN,NA,0.6367596186464652,0.015632296723197214
3,1,137,NS,NS,RB,NaN,NA,0.5879475920155528,0.01552551424538251
3,1,138,NS,NS,RB,NaN,NA,0.622755937576585,0
3,1,139,SR,SAS,RB,0.466,long,0.5962797337997472,0.015610720816766843
3,1,140,NS,NS,RB,NaN,NA,0.6554750766190409,0.015550381394859869
3,1,141,IG,IG,RBO,0.066,short,0.7002218723209808,0.01549004198750481
3,1,142,NS,NS,RB,NaN,NA,0.603492122321768,0.015559889427095186
3,1,143,SL,SAS,RR,0.066,short,1.16859652230778,NaN
3,1,144,IG,IG,RB,0.166,short,1.0485146874343627,0.015563546359771863
3,1,145,NS,NS,RB,NaN,NA,0.6175309099562583,0
3,1,146,NS,NS,RB,NaN,NA,0.5051405219855951,0
3,1,147,NS,NS,RB,NaN,NA,0.6735942714658449,0
3,1,148,SB,SSS,NR,0.366,intermediate,NaN,NaN
3,1,149,SL,SAS,RB,0.466,long,0.4724102293002943,0.015607063884090167
3,1,150,NS,NS,RB,NaN,NA,0.5628634002459876,0.015591704759572167
3,1,151,NS,NS,RB,NaN,NA,0.7080206502505462,0
3,1,152,IG,IG,RB,0.166,short,0.806173679047788,0.04685666390287224
3,1,153,NS,NS,RB,NaN,NA,0.5591581944900099,0
3,1,154,IG,IG,RB,0.466,long,0.6663400110410294,0
3,1,155,NS,NS,RB,NaN,NA,0.5393964876384416,0.031232412431563716
3,1,156,NS,NS,RB,NaN,NA,0.5206927318577073,0
3,1,157,NS,NS,RB,NaN,NA,0.5488240640697768,0
3,1,158,NS,NS,RB,NaN,NA,0.7551735258239205,0.015533925194176845
3,1,159,NS,NS,RB,NaN,NA,0.5659500355759519,0.015616206219419837
3,1,160,NS,NS,RB,NaN,NA,0.6564542207561317,0.015627542714355513
3,1,161,SR,SAS,RL,0.266,short,1.004326305584982,NaN
3,1,162,SR,SAS,NOC,0.366,intermediate,0.5252772474486846,0.015568666072795168
3,1,163,NS,NS,RB,NaN,NA,0.535720903048059,0.015656798190320842
3,1,164,NS,NS,RB,NaN,NA,0.6350291573726281,0.031230583968863357
3,1,165,SB,SSS,NR,0.166,short,NaN,NaN
3,1,166,NS,NS,RB,NaN,NA,0.5206517741899006,0
3,1,167,IG,IG,RB,0.066,short,0.650192086592142,0.04688189674925525
3,1,168,NS,NS,RB,NaN,NA,0.5835367808031151,0.015585853660013527
3,1,169,NS,NS,RB,NaN,NA,0.4566962000935746,0.01564765585499117
3,1,170,NS,NS,RB,NaN,NA,0.5862370610302605,0.031212664987833705
3,1,171,NS,NS,RB,NaN,NA,0.5518585880854516,0
3,1,172,NS,NS,RB,NaN,NA,0.6969211234936665,0.015638513512385543
3,1,173,NS,NS,RB,NaN,NA,0.5367082752854913,0.015669963147956878
3,1,174,SB,SSS,NR,0.266,short,NaN,NaN
3,1,175,NS,NS,RB,NaN,NA,0.5158968454707065,0.015616937598679215
3,1,176,IG,IG,RB,0.066,short,0.8404311074700672,0.01555769526748918
3,1,177,SL,SAS,RB,0.366,intermediate,0.6033078128348279,0.015523320085776504
3,1,178,SB,SSS,NR,0.166,short,NaN,NaN
3,1,179,NS,NS,RB,NaN,NA,0.5033727599911799,0.01558365950040752
3,1,180,NS,NS,RB,NaN,NA,0.6173231961001875,0
3,1,181,SR,SAS,NR,0.366,intermediate,NaN,NaN
3,1,182,SL,SAS,RR,0.066,short,0.8138720741335419,NaN
3,1,183,NS,NS,RB,NaN,NA,0.5288330674375175,0.031249965715687722
3,1,184,NS,NS,RB,NaN,NA,0.5111854342576407,0.031219978853187058
3,1,185,SB,SSS,NR,0.166,short,NaN,NaN
3,1,186,NS,NS,RB,NaN,NA,0.48940948804374784,0
3,1,187,NS,NS,RB,NaN,NA,0.5642797308755689,0
3,1,188,NS,NS,RB,NaN,NA,0.59124943792267,0.06234085479809437
3,1,189,NS,NS,RB,NaN,NA,0.5735602985441801,0
3,1,190,NS,NS,RBO,NaN,NA,0.6250515780338901,0.015543798916041851
3,1,191,IG,IG,RB,0.466,long,0.5673109636481968,0
3,1,192,NS,NS,RBO,NaN,NA,0.6110285152171855,0
3,1,193,NS,NS,RB,NaN,NA,0.6057493649714161,0
3,1,194,NS,NS,RB,NaN,NA,0.7831042751895438,0.015670328844862524
3,1,195,IG,IG,RB,0.266,short,0.8034147050202591,0.031209008055157028
3,1,196,SB,SSS,RL,0.366,intermediate,0.5516823238576762,NaN
3,1,197,NS,NS,RB,NaN,NA,0.6187751818288234,0.015660089426091872
3,1,198,NS,NS,RB,NaN,NA,1.0435173039659276,0
3,1,199,IG,IG,RB,0.466,long,0.6515062059042975,0.03119328324100934
3,2,200,NS,NS,RB,NaN,NA,0.6997241635726823,0.015585122273478191
3,2,201,SL,SAS,RR,0.266,short,1.1881059006918804,NaN
3,2,202,NS,NS,RB,NaN,NA,0.4819230123030138,0
3,2,203,SL,SAS,RR,0.266,short,0.7450416238643811,NaN
3,2,204,NS,NS,RB,NaN,NA,0.5469568334483483,0.015571225922030862
3,2,205,SL,SAS,RR,0.266,short,0.5984658490779111,NaN
3,2,206,NS,NS,RB,NaN,NA,0.5708433792606229,0.015620594538631849
3,2,207,IG,IG,RB,0.466,long,0.5588232193185831,0
3,2,208,NS,NS,RB,NaN,NA,0.6113228984213492,0.01554855293215951
3,2,209,SB,SSS,RB,0.266,short,0.49230431717296597,0
3,2,210,NS,NS,RB,NaN,NA,0.6140959516415023,0
3,2,211,NS,NS,RB,NaN,NA,0.5162071363374707,0
3,2,212,NS,NS,RB,NaN,NA,0.5588692966921371,0
3,2,213,SL,SAS,RL,0.166,short,0.8843291287412285,NaN
3,2,214,IG,IG,RB,0.066,short,0.7954179041080351,0.015601578481437173
3,2,215,NS,NS,RB,NaN,NA,0.5204049311359995,0
3,2,216,SB,SSS,RB,0.266,short,0.8983328098038328,0.015565740526653826
3,2,217,IG,IG,RB,0.066,short,0.7293442337031593,0
3,2,218,NS,NS,RB,NaN,NA,0.5244367011182476,0
3,2,219,NS,NS,RB,NaN,NA,0.5926399871641479,0.04682631135074189
3,2,220,NS,NS,RB,NaN,NA,0.5436928368144436,0.015499915709369816
3,2,221,NS,NS,RB,NaN,NA,0.4615612025372684,0.01548857921443414
3,2,222,SR,SAS,RL,0.166,short,0.9799287032146822,NaN
3,2,223,IG,IG,RB,0.466,long,0.5333268910580955,0.015614012059813831
3,2,224,SR,SAS,NR,0.166,short,NaN,NaN
3,2,225,NS,NS,RB,NaN,NA,0.5905368842868484,0.015509789431234822
3,2,226,NS,NS,RB,NaN,NA,0.5785287922262796,0.03121156791166868
3,2,227,IG,IG,RB,0.366,intermediate,0.7458993577820365,0.4991674989287276
3,2,228,NS,NS,RB,NaN,NA,0.6190933351062995,0.031118681778025348
3,2,229,NS,NS,RB,NaN,NA,0.5702302942372626,0
3,2,230,SR,SAS,RLO,0.166,short,0.7386606393338297,NaN
3,2,231,NS,NS,RB,NaN,NA,0.7032190956160775,0
3,2,232,NS,NS,RB,NaN,NA,0.4963214594172314,0
3,2,233,NS,NS,RB,NaN,NA,0.618999534744944,0
3,2,234,IG,IG,RB,0.366,intermediate,0.562371359745157,0.015599384321831167
3,2,235,SL,SAS,RR,0.166,short,0.8478548667917494,NaN
3,2,236,NS,NS,RB,NaN,NA,0.6486585512247984,0.015565009132842533
3,2,237,IG,IG,RB,0.466,long,0.5352114921079192,0.015589510592690203
3,2,238,SL,SAS,RB,0.466,long,0.4942154309974285,0
3,2,239,NS,NS,RB,NaN,NA,0.5612492294749245,0.015582928113872185
3,2,240,NS,NS,RB,NaN,NA,0.5347382848267443,0
3,2,241,SR,SAS,RB,0.466,long,0.4680306848749751,0
3,2,242,NS,NS,RB,NaN,NA,0.5575655996362912,0
3,2,243,NS,NS,RB,NaN,NA,0.5476688385460875,0.01557122592930682
3,2,244,IG,IG,RB,0.366,intermediate,0.49103718945843866,0.031217784693581052
3,2,245,NS,NS,RB,NaN,NA,0.5971643461816711,0
3,2,246,NS,NS,RB,NaN,NA,0.5382685062759265,0.01556720329244854
3,2,247,NS,NS,RB,NaN,NA,0.6667334971680248,0.03120461972866906
3,2,248,SL,SAS,RB,0.466,long,0.5087429678969784,0
3,2,249,SL,SAS,RL,0.266,short,0.8653979116497794,NaN
3,2,250,NS,NS,RB,NaN,NA,0.6751232356618857,0
3,2,251,NS,NS,RB,NaN,NA,0.5149400086302194,0
3,2,252,NS,NS,RB,NaN,NA,0.6277562465875235,0.015549650015600491
3,2,253,NS,NS,RB,NaN,NA,0.6334221176293795,0
3,2,254,SL,SAS,RR,0.266,short,0.8965762014486245,NaN
3,2,255,NS,NS,RB,NaN,NA,0.5658262483557337,0
3,2,256,IG,IG,RB,0.266,short,0.8502905678324169,0.01562205731170252
3,2,257,IG,IG,RB,0.166,short,0.5340705286398588,0.015589510592690203
3,2,258,NS,NS,RB,NaN,NA,0.5008114432566799,0.015590241979225539
3,2,259,SL,SAS,RB,0.466,long,0.5689516471902607,0.031189626301056705
3,2,260,NS,NS,RB,NaN,NA,0.58921599965106,0.015596824465319514
3,2,261,NS,NS,RB,NaN,NA,0.5694471617789532,0.015586219356919173
3,2,262,SR,SAS,RL,0.066,short,0.7914345885073999,NaN
3,2,263,NS,NS,RB,NaN,NA,0.5475845462096913,0.01569592738087522
3,2,264,NS,NS,RB,NaN,NA,0.5065762343729148,0
3,2,265,SR,SAS,RB,0.466,long,0.5424125441386423,0.015538679210294504
3,2,266,SR,SAS,RB,0.466,long,0.5226031142956344,0.015596093071508221
3,2,267,NS,NS,RB,NaN,NA,0.5807827436328807,0.01563412519317353
3,2,268,NS,NS,RB,NaN,NA,0.6099394802040479,0.015589510592690203
3,2,269,NS,NS,RB,NaN,NA,0.5922803276807826,0.015558426654024515
3,2,270,NS,NS,RB,NaN,NA,0.5423938937747153,0.015513812060817145
3,2,271,SR,SAS,RL,0.066,short,0.686325156581006,NaN
3,2,272,NS,NS,RBO,NaN,NA,0.5106518875618349,0
3,2,273,SB,SSS,RB,0.466,long,0.6400184955782606,0.015598287238390185
3,2,274,NS,NS,RB,NaN,NA,0.7149496263664332,0.01558987628959585
3,2,275,SR,SAS,RB,0.366,intermediate,0.5490208071278175,0
3,2,276,NS,NS,RB,NaN,NA,0.49918154767510714,0
3,2,277,NS,NS,RB,NaN,NA,0.5808313808629464,0.015594630305713508
3,2,278,SR,SAS,RL,0.066,short,0.7268549585787696,NaN
3,2,279,NS,NS,RB,NaN,NA,0.5532175048429053,0
3,2,280,SL,SAS,RL,0.166,short,1.1429475170443766,NaN
3,2,281,NS,NS,RB,NaN,NA,0.6785614852160506,0.015620228841726203
3,2,282,SB,SSS,RB,0.366,intermediate,0.6040724777776632,0.03119182046793867
3,2,283,SL,SAS,RR,0.066,short,0.9909543599060271,NaN
3,2,284,NS,NS,RB,NaN,NA,0.5053328767353378,0.031212664987833705
3,2,285,SL,SAS,RB,0.366,intermediate,0.47985483314914745,0.015562814973236527
3,2,286,NS,NS,RB,NaN,NA,0.4835693640852696,0
3,2,287,SR,SAS,RB,0.466,long,0.5885138682824618,0.12480531396431616
3,2,288,NS,NS,RB,NaN,NA,0.6555418156676751,0.015593167532642838
3,2,289,NS,NS,RB,NaN,NA,0.5442730094255239,0.015589510592690203
3,2,290,NS,NS,RBO,NaN,NA,0.6592601863885648,0
3,2,291,NS,NS,RB,NaN,NA,0.6394213182175008,0.031201694182527717
3,2,292,NS,NS,RB,NaN,NA,0.6586836707065231,0.015596458775689825
3,2,293,SB,SSS,RB,0.466,long,0.6332506074104458,0
